concept,count,values
@graph.dct:publisher.@id,18,"['_:b1', 'http://datos.gob.es/recurso/sector-publico/org/Organismo/A05003423', 'https://data.gov.ie/organization/all-island-research-observatory', 'https://www.data.gv.at/organization/53c0fbbc-7b94-47ea-aba6-b09c4b006ca3']"
@graph.dct:language.@id,3,['http://publications.europa.eu/resource/authority/language/SPA']
@graph.dct:spatial.@id,9,"['_:b1', '_:b2', '_:b4']"
@graph.edp:originalLanguage,18,"['de', 'en', 'es', 'ga']"
@graph.edp:transReceived.@type,18,['http://www.w3.org/2001/XMLSchema#dateTime']
@graph.dct:creator.@id,18,['http://piveau.io']
@graph.dct:format.@id,6,"['http://publications.europa.eu/resource/authority/file-type/CSV', 'http://publications.europa.eu/resource/authority/file-type/JSON', 'http://publications.europa.eu/resource/authority/file-type/PDF', 'http://publications.europa.eu/resource/authority/file-type/TSV', 'http://publications.europa.eu/resource/authority/file-type/XLS', 'http://publications.europa.eu/resource/authority/file-type/XLSX', 'http://publications.europa.eu/resource/authority/file-type/XML']"
@graph.edp:transReceived.@value,18,"['2023-01-18T00:36:40Z', '2023-03-25T05:31:44Z', '2023-11-19T07:04:53Z', '2023-11-20T20:59:25Z', '2023-11-20T21:00:42Z', '2023-11-20T21:00:53Z']"
@graph.@type,18,"['dcat:CatalogRecord', 'dcat:Dataset', 'dcat:Distribution', 'dct:Location', 'dct:PeriodOfTime', 'dct:RightsStatement', 'foaf:Agent', 'foaf:Organization', 'spdx:Checksum', 'vcard:Organization']"
@graph.dct:description.@language,18,"['bg-t-de-t0-mtec', 'bg-t-en-t0-mtec', 'bg-t-es-t0-mtec', 'bg-t-ga-t0-mtec', 'cs-t-de-t0-mtec', 'cs-t-en-t0-mtec', 'cs-t-es-t0-mtec', 'cs-t-ga-t0-mtec', 'da-t-de-t0-mtec', 'da-t-en-t0-mtec', 'da-t-es-t0-mtec', 'da-t-ga-t0-mtec', 'de-t-en-t0-mtec', 'de-t-es-t0-mtec', 'de-t-ga-t0-mtec', 'el-t-de-t0-mtec', 'el-t-en-t0-mtec', 'el-t-es-t0-mtec', 'el-t-ga-t0-mtec', 'en', 'en-t-de-t0-mtec', 'en-t-es-t0-mtec', 'en-t-ga-t0-mtec', 'es', 'es-t-de-t0-mtec', 'es-t-en-t0-mtec', 'es-t-ga-t0-mtec', 'et-t-de-t0-mtec', 'et-t-en-t0-mtec', 'et-t-es-t0-mtec', 'et-t-ga-t0-mtec', 'fi-t-de-t0-mtec', 'fi-t-en-t0-mtec', 'fi-t-es-t0-mtec', 'fi-t-ga-t0-mtec', 'fr-t-de-t0-mtec', 'fr-t-en-t0-mtec', 'fr-t-es-t0-mtec', 'fr-t-ga-t0-mtec', 'ga-t-de-t0-mtec', 'ga-t-en-t0-mtec', 'ga-t-es-t0-mtec', 'hr-t-de-t0-mtec', 'hr-t-en-t0-mtec', 'hr-t-es-t0-mtec', 'hr-t-ga-t0-mtec', 'hu-t-de-t0-mtec', 'hu-t-en-t0-mtec', 'hu-t-es-t0-mtec', 'hu-t-ga-t0-mtec', 'it-t-de-t0-mtec', 'it-t-en-t0-mtec', 'it-t-es-t0-mtec', 'it-t-ga-t0-mtec', 'lt-t-de-t0-mtec', 'lt-t-en-t0-mtec', 'lt-t-es-t0-mtec', 'lt-t-ga-t0-mtec', 'lv-t-de-t0-mtec', 'lv-t-en-t0-mtec', 'lv-t-es-t0-mtec', 'lv-t-ga-t0-mtec', 'mt-t-de-t0-mtec', 'mt-t-en-t0-mtec', 'mt-t-es-t0-mtec', 'mt-t-ga-t0-mtec', 'nl-t-de-t0-mtec', 'nl-t-en-t0-mtec', 'nl-t-es-t0-mtec', 'nl-t-ga-t0-mtec', 'pl-t-de-t0-mtec', 'pl-t-en-t0-mtec', 'pl-t-es-t0-mtec', 'pl-t-ga-t0-mtec', 'pt-t-de-t0-mtec', 'pt-t-en-t0-mtec', 'pt-t-es-t0-mtec', 'pt-t-ga-t0-mtec', 'ro-t-de-t0-mtec', 'ro-t-en-t0-mtec', 'ro-t-es-t0-mtec', 'ro-t-ga-t0-mtec', 'sk-t-de-t0-mtec', 'sk-t-en-t0-mtec', 'sk-t-es-t0-mtec', 'sk-t-ga-t0-mtec', 'sl-t-de-t0-mtec', 'sl-t-en-t0-mtec', 'sl-t-es-t0-mtec', 'sl-t-ga-t0-mtec', 'sv-t-de-t0-mtec', 'sv-t-en-t0-mtec', 'sv-t-es-t0-mtec', 'sv-t-ga-t0-mtec', 'uk-t-de-t0-mtec', 'uk-t-en-t0-mtec', 'uk-t-es-t0-mtec', 'uk-t-ga-t0-mtec']"
@graph.dqv:hasQualityMetadata.@id,18,"['http://data.europa.eu/88u/metrics/2927ae70-551c-4b88-aa7a-4a56bf31d486', 'http://data.europa.eu/88u/metrics/2f5baa1f-208c-42c2-8d04-9ea74aa1b229', 'http://data.europa.eu/88u/metrics/68c2992e-32f7-4448-853b-adad7d2dde94', 'http://data.europa.eu/88u/metrics/828517bc-f6e5-4fd6-a5d2-2fff5be9b7e6', 'http://data.europa.eu/88u/metrics/https-datos-canarias-es-catalogos-estadisticas-dataset-urn-siemac-org-siemac-metamac-infomodel-statisticalresources-dataset-istac-c00035a_000633', 'http://data.europa.eu/88u/metrics/londons-sectors-more-detailed-jobs1']"
@graph.dcat:keyword.@language,6,"['en', 'es']"
@graph.dcat:mediaType,9,"['application/vnd.google-earth.kmz', 'text/csv']"
