concept,count,values
@context.locn,9,['http://www.w3.org/ns/locn#']
@graph.dcat:contactPoint.@id,12,"['_:b0', '_:b1']"
@graph.locn:geometry.@type,9,"['http://replacement.io/ont/geosparql#wktLiteral', 'https://replacement.io/assignments/media-types/application/vnd.geo+json']"
@graph.skos:prefLabel,9,"[""['Creative Commons licence conditions apply', 'http://creativecommons.org/licenses/by/4.0/', 'license']""]"
@context.foaf,18,['http://xmlns.com/foaf/0.1/']
@graph.dct:accrualPeriodicity,9,['Irregular']
@graph.edp:transIssued.@value,18,"['2023-01-17T19:27:56Z', '2023-03-23T04:00:38Z', '2023-11-18T23:27:58Z', '2023-11-20T20:25:19Z']"
@graph.dct:issued.@value,18,"['2012-04-01T00:00:00', '2012-07-06T11:02:15.609111', '2015-02-01T00:00:00', '2022-03-16T20:25:47Z', '2023-01-17T19:27:56Z', '2023-03-23T04:00:38Z', '2023-09-21T20:33:23+02:00', '2023-10-09T23:27:22Z']"
@graph.dct:provenance,9,['Statement on how the data visualisation was created.']
@graph.schema:endDate.@value,9,['2011-04-30T00:00:00']
@graph.edp:transIssued.@type,18,['http://www.w3.org/2001/XMLSchema#dateTime']
@graph.dcat:theme.@id,12,"['http://publications.europa.eu/resource/authority/data-theme/HEAL', 'http://publications.europa.eu/resource/authority/data-theme/SOCI', 'https://data.gov.ie/Society']"
@graph.dct:license.@id,12,"['http://www.gobiernodecanarias.org/istac/aviso_legal.html', 'https://creativecommons.org/licenses/by/4.0/']"
@graph.vcard:fn,12,"['All-Island Research Observatory', 'Magistrat Wien - Magistratsabteilung 18 - Stadtentwicklung und Stadtplanung']"
